product_name,price,number_available_in_stock,number_of_reviews,number_of_answered_questions,average_review_rating,amazon_category_and_sub_category,description,description length,category
Teenage Mutant Ninja Turtles Control RC Shellraiser with Manhole Cover Cannon,47.74,12,5,1,5.0,Figures & Playsets > Science Fiction & Fantasy,"Product Description From rail-riding to street-surfing, Donatello's customized combat creation packs a powerful punch!With the green team all aboard, the Turtles can steamroll Foot with the barrel bumper or cream theKraang with fast-flinging sewer covers.Ultimate remote control Shell Raiser that is fast and easy to control - steer in every direction! Comes complete with a remote controlled sewer lid slinging cannon, for rapid disc firing action, super-size steerable sewer slick wheels, roof rider rails for the Turtles to hang onto plus can hold lots of Turtle action figures! (sold separately).Built from a converted subway car, this armored assault vehicle drives on streets and subway tracks and is used by the Turtles for their most dangerous battles. It's a Swiss Army Knife of Turtle-Tech weaponry, including steam rollers/claws and a sewer cover launcher. Inside, each Turtle has a certain role: Leonardo drives, Raphael mans weapons, Michelangelo navigates, and Donatello is chief engineer. Box Contains 1 x Teenage Mutant Ninja Turtles Ninja Control RC Shellraiser with Manhole Cover Cannon",1104,Figures & Playsets 
Gears of War Colonel Victor Hoffman Action Figure,57.49,2,1,1,5.0,Figures & Playsets > Science Fiction & Fantasy,"*****NOTE - These figures are arriving with very stiff joints - you may need to work them slowly and carefully, to avoid snapping the appendages off at the joints.",163,Figures & Playsets 
Joffrey Baratheon Figure,17.72,31,3,1,5.0,Figures & Playsets > Science Fiction & Fantasy,"Product Description Dark Horse has rocked the collectibles world with its series of stunning Game of Thrones figures. Sculpted and painted with painstaking detail, these figures capture the character of the show and the likenesses of the HBO series cast. Joffrey is eldest son of and heir to King Robert Baratheon. He is handsome, but cruel to the point of sadistic. Box Contains 1 x Figure",390,Figures & Playsets 
Doctor Who Doomsday Action Figure Boxed Set,49.99,6,2,1,4.5,Figures & Playsets > Science Fiction & Fantasy,"Product Description Includes: The Doctor, Dalek and Cybeman Manufacturer's Description Includes: The Doctor, Dalek and Cybeman",126,Figures & Playsets 
Teenage Mutant Ninja Turtles Knee High Socks with Ribbon Raphael Mask,6.99,10,1,1,5.0,Fancy Dress > Accessories,"Product Description This trendy pair of knee high Teenage Mutant Ninja Turtles socks means your favourite crime fighting turtle will never be too far away. There are 4 characters to collect in the set including Leonardo, Donatello, Michelangelo and Raphael. Each pair features the mask of your favourite character that turns in to a ribbon and is made using high grade fabrics making them comfortable as well as cool. Officially licensed. The story of 4 mutated turtles who study ninjutsu under the tutelage of a rat in the sewers of New York in order to fight the criminal underworld was always going to be a recipe for success. First hitting our screens in 1984 the Teenage Mutant Ninja Turtles is as popular now as it has ever been with a new animated show currently creating a new generation of hardcore fans on Nickelodeon. With a long history of comics, cartoons, books and feature films under their belts it’s no wonder that everyone has their own favourite crime fighting turtle. Turtle Power! Box Contains 1 x Pair of Teenage Mutant Ninja Turtles Knee High Socks with Ribbon- Raphael Mask",1097,Fancy Dress 
Weebledown Farm Wobbly Figure and Mini Vehicle Woollaby the Sheep,11.95,14,3,1,5.0,Figures & Playsets > Science Fiction & Fantasy,"Weebles Wobble, but they don't fall down! Collect and connect these cute farm animal Weebles & rides with a wibble wobble motion! Suitable for ages 18 months +",159,Figures & Playsets 
Hot Toys Berserker Predator 35 cm Figure (1:6 scale),209.99,9,2,1,4.0,Figures & Playsets > Science Fiction & Fantasy,"Hot Toys is proud to present the 1/6th scale Berserker Predator Collectible Figure from the Predators movie. The movieaccurate Berserker Predator collectible is specially crafted based on its image in the movie, highlighting the newly sculpted and painted head and body armory, interchangeable open and closed mandibles, face mask and detailed weapons.The 1/6th scale Berserker Predator Collectible Figure specially features Authentic and detailed fully realized likeness of Berserker Predator in the movie Predators Realistic and accurate 1/6th scale of 14 inches / 35 cm tall Over 22 points of articulations Newly sculpted and painted head and body armory Interchangeable open and closed mandibles Two (2) pairs of interchangeable palms including One (1) pair of fists One (1) pair of relaxed palms Each piece of head sculpt is specially handpaintedWeapons Articulated shoulder cannon Three (3) interchangeable metal blades of different lengthsAccessories Leatherlike skirt and straps One (1) pair of forearm armor with the right one for We carefully inspect every one of these figures before sending out to make sure nothing is damaged. Due to the collectibility and fragility of this item in particular, we cannot accept returns on it once it has been opened. Thank you.",1274,Figures & Playsets 
Film Masterpiece The Avengers 1/6 Iron Man Mark 7,339.99,10,3,1,5.0,Figures & Playsets > Science Fiction & Fantasy,"Hot Toys are proud to present the Iron Man Mark VII Sixth Scale Limited Edition Collectible Figure from the smash hit The Avengers. The movie accurate Mark VII collectible is highly detailed and fully deployed, specially crafted based on the image of Robert Downey Jr. as the iconic character Iron Man in the movie, highlighting the highly detailed head sculpt, light up functions and well equipped armour. The Iron Man Mark VII Sixth Scale Figure features: Authentic and detailed fully realized likeness of Mark VII in the movie Interchangeable head sculpt of Tony Stark with authentic likeness of Robert Downey Jr. Approximately 30 cm tall Over 36 points of articulation Special features on armour LED lighted eyes and circle shaped RT on chest (white light, battery operated) One interchangeable battle damaged mask One pair of damaged shoulder armour One removable chest armour One damaged chest armour One pair of detachable forearm rockets One pair of wrist lasers on forearm armour Two pairs of interchangeable palms including: One pair with improved articulations, movable fingers and light up repulsors (white light, battery operated) One pair of forceful fists Improved articulations on waist armour which allows for flexible movement Three sets of interchangeable thigh armour (missile, armour",1304,Figures & Playsets 
"Legolas 20"" Epic Scale Lord of the Rings Action Figure",243.35,3,1,1,4.0,Figures & Playsets > Science Fiction & Fantasy,"Product Description NEVER OPENED - LIKE NEW Manufacturer's Description A prince of the Elven Kingdoms of Mirkwood, Legolas joined the Fellowship of the ring as a representative of his people. Legolas possesses the keen eyesight and sharp ears characteristic of his race, and his skill with a bow is unmatched. See all Product Description",337,Figures & Playsets 
Transformers Age of Extinction Autobot Drift One-Step Changer,5.99,9,1,1,5.0,Characters & Brands > Hasbro,Transformers - Age of Extinction - Autobot Drift - 1 Step Transform,67,Characters & Brands 
"Official Nendoroid Plus Vocaloid Pull-Back Car Mini Figure - 3"" Miku / Green Onion Car (Japanese Import)",18.88,30,1,1,5.0,Figures & Playsets > Science Fiction & Fantasy,"This Vocaloid Miku mini figure is an official, licensed product made by Freeing and imported from Japan. Freeing Vocaloid mini figures are high-quality, well-made, and safe products. This item measures approximately 3 inches along the longest dimension. The EAN for this product is 4571245292681.",296,Figures & Playsets 
Tobar Penny Tin Ferris Wheel,8.14,9,3,1,4.0,Figures & Playsets > Science Fiction & Fantasy,"Product Description Tin Ferris wheel collectible toy. Based on the Penny Toys from the early 1900s, this beautiful tin collectible is highly detailed and has a very vintage look to it. Turn the handle on the side and the wheel turns like a classic Ferris wheel at a fairground. It's perfectly suited for display in a number of locations thanks to its stable feet and hanging hook. This tin collectible is highly sought after by collectors looking for new and interesting tin toys. Box Contains 1 x Tobar SC-PTFW PENNY TIN FERRIS WHEEL",534,Figures & Playsets 
Arrow - Oliver Queen 'The Green Arrow',10.82,34,6,1,4.0,Figures & Playsets > Science Fiction & Fantasy,"Product Description Arrow is an American television series developed by writer/producers Greg Berlanti, Marc Guggenheim, and Andrew Kreisberg. It is based on the DC Comics character Green Arrow, a costumed crime-fighter created by Mort Weisinger and George Papp. It premiered in North America on The CW on October 10, 2012, with international broadcasting taking place in late 2012. Primarily filmed in Vancouver, British Columbia, Canada, the series follows billionaire playboy Oliver Queen, portrayed by Stephen Amell, who, five years after being stranded on a hostile island, returns home to fight crime and corruption as a secret vigilante whose weapon of choice is a bow and arrow. Unlike in the comic books, Queen does not initially go by the alias ""Green Arrow"". Box Contains POP! Vinyl: Arrow: Oliver Queen",814,Figures & Playsets 
Minecraft Cow/Steve with Pickaxe and Spider Figures (Pack of 3),9.99,4,20,1,4.0,Figures & Playsets > Science Fiction & Fantasy,"Product Description  Dig in to the world of Minecraft world like never before with Minecraft Mini-Figure 3-packs! Each 3-pack includes an assortment of figures that bring the game to life in the palm of your hand. Choose from a variety of sets -- all of which feature their signature, in-game appearance and styling. So start exploring the world of Minecraft Mini-Figures and craft the perfect collection! Item includes 3 miniature figures. Colours and decorations may vary.  Box Contains Item includes 3 x miniature figures.",525,Figures & Playsets 
Victini pokemon figure new and sealed and licensed,6.97,35,1,1,5.0,Characters & Brands > Tomy,"All new and sealed and authentic and please note pokemon galore is already in uk ready to send items , no hidden duty charges.",126,Characters & Brands 
"Neca Jeff Dunham ""Walter"" Talking Head Knocker 1",24.95,7,5,1,5.0,Hobbies > Collectible Figures & Memorabilia > Bobbleheads & Busts,"Jeff Dunham ""Walter"" Talking Head Knocker.Features include: From Jeff DunhamVentriloquist Comedian10 different phrases7.5"" tallGreat Collectors Item",148,Hobbies 
Castle Grayskull Masters of the Universe Classics Playset with Map,349.99,4,2,1,5.0,Figures & Playsets > Science Fiction & Fantasy,Castle Grayskull Masters of the Universe Classics playset with Map!,67,Figures & Playsets 
Fate / EXTRA CCC Caster [Fate / EXTRA CCC] (1/8 scale PVC Figure) (japan import),48.23,39,1,1,4.0,Figures & Playsets > Science Fiction & Fantasy,Fate/EXTRA CCC: Caster 1/8 PVC Figure,37,Figures & Playsets 
REACTION BACK TO THE FUTURE BIFF TANNEN 3 3/4 INCH RETRO ACTION FIGURE FUNKO,10.96,11,2,1,5.0,Figures & Playsets > Science Fiction & Fantasy,"*Biff Tannen ReAction Figure *Poseable, 3.75-Inches tall *Officially licensed product *Collect them all *Adult collectible, Not a toy",133,Figures & Playsets 
Transformers - Undercover Boxed Set,7.53,5,1,1,4.0,Figures & Playsets > Science Fiction & Fantasy,"Product Description Transformers - Undercover Boxed Set Manufacturer's Description This boxed set contains the Undercover Night Scope, Undercover Listening Device, Undercover Motion Sensor and a bonus action strap",213,Figures & Playsets 
Diamond Select - Star Trek TOS Replica 1/1 Communicator EE Exclusive,67.78,12,2,1,4.0,Figures & Playsets > Science Fiction & Fantasy,"'Enterprise, this is Kirk.' Get ready for the ultimate Star Trek adventure with this Original Series Communicator! With sound effects and clips from the groundbreaking sci-fi series, each of these limited edition collectibles features a pop-open design and deluxe window-box packaging. This exclusive lifesize communicator has a glossy paint base and vac-metal shield. Each case has 8 pieces. Don't get caught on your next away mission without one of these handy lifesavers. Order yours and live the dream of owning your own Star Trek Communicator! Along with beeping sounds, there are 9 different voice phrases that include:- 'Enterprise, this is Kirk.' (Captain Kirk)- 'Spock here, Captain.' (Spock)- 'Bridge here, Captain.'- 'Transporter room ready to beam up.'- 'Bridge, this is the captain.' (Captain Kirk)- 'Enterprise to Mr. Spock.'- 'Captain, shall I beam down an armed party?' (Spock, plays during call-back mode only)- 'Scotty here, Captain.' (Scotty)- EE exclusive bonus phrase! 'Your signal is very weak. can you turn up your gain?' (Spock)Special functions include:- Cycle through all 9 phrases! To play all the sayings from Kirk, Spock, Scotty, and Uhura, just press and hold the button under the blue light for 3 seconds.- Be hailed by the Enterprise! Hold down the button under the red light for 5 seconds, and quickly close the communicator. A few seconds later, your communicator will start to beep and once you open it, Spock will ask if he can beam down an armed landing party.- Quick flip-open activation! A motor inside the communicator will start spinning and an activation sequence will play when you flip open the gold communicator lid.",1661,Figures & Playsets 
